Jimmy01824;2017-07-20 09:41;0;1;"# MSM yammerheads going on abt GOP bill resulting in 32million loosing insurance in 10yrs. How long b4 same #lose w/ Obamacare implosion?";;;# #lose;"888031093202538498";https://twitter.com/Jimmy01824/status/888031093202538498;1
Healthinsurane4;2017-07-20 12:17;0;0;"(DAILY CALLER) - "Trump Administration Will Continue Paying Obamacare Subsidies, For Now." The Trump administration…https://lnkd.in/eGhCGAh";;;;"888070279834066944";https://twitter.com/Healthinsurane4/status/888070279834066944;1
WTPatty;2017-07-20 16:48;0;0;"Trump administration pulls Obamacare help in 18 cities http://a.msn.com/00/en-us/AAovndH?ocid=st …";;;;"888138523890647040";https://twitter.com/WTPatty/status/888138523890647040;-1
VonDruid;2017-07-21 17:44;0;0;"Meet the squishy moderate Republicans threatening to derail ObamaCare repeal https://renewedright.com/meet-squishy-moderate-republicans-threatening-derail-obamacare-repeal/ …";;;;"888515049668714496";https://twitter.com/VonDruid/status/888515049668714496;-1
neilpX;2017-07-24 15:46;7;3;"Trump is talking Tripe. He disparages ObamaCare but never explains how the GOP will be better. Just empty vile rhetoric. Classless&Clueless. https://twitter.com/WendySunshine1/status/889571351366946816 …";;;;"889572433807781892";https://twitter.com/neilpX/status/889572433807781892;1
cfcpac;2017-07-24 14:14;0;0;"Republicans in the dark on big Obamacare vote: Failure looks so certain that some lawmakers are… http://dlvr.it/PY8Hn8 # TheResistancepic.twitter.com/II67j1srhA";;;#;"889549315470905344";https://twitter.com/cfcpac/status/889549315470905344;1
alycemeserve;2017-07-21 13:41;0;0;"@ SenThomTillis The ACA (Obamacare) is necessary to North Carolina citizens. Without it, thousands will die. Do not dismantle ACA.";;@;;"888453820799438848";https://twitter.com/alycemeserve/status/888453820799438848;1
GPN14;2017-07-20 23:39;3;3;"Freedom Caucus Chair Mark Meadows on Repealing Obamacare: ‘The Time for Talk Is Over, We Must Provide Real Action’ http://bit.ly/2uE6AUd";;;;"888242048675008513";https://twitter.com/GPN14/status/888242048675008513;-1
tomwoods55;2017-07-23 22:45;0;0;"Retweeted FriendlyJan ( @ FriendlyJMC): CBO Gets Obamacare Reform Estimates Wrong — Again | Manhattan Institute... http://fb.me/3RsxLk9ZT";;@;;"889315477100429312";https://twitter.com/tomwoods55/status/889315477100429312;0
PiggyShitCock;2017-07-24 17:46;0;0;"Someone tell GWB his presidency has been erased from history b/c according to Trump, ObamaCare's been in place "for the past 17 years".";;;;"889602790988709888";https://twitter.com/PiggyShitCock/status/889602790988709888;0
kschorsch;2017-07-21 14:07;3;2;". @ AmerMedicalAssn to # Senate: stop trying to repeal, replace # Obamacare. Stabilize insurance market instead. http://tinyurl.com/ybkvahgm # ACA";;@;# # #;"888460340283015168";https://twitter.com/kschorsch/status/888460340283015168;1
JermaineOM;2017-07-23 22:46;0;0;"If Obamacare is so bad, why does @ realDonaldTrump @ POTUS @ SenateGOP @ GOP have to work so hard to break it and sway public opinion...";;@ @ @ @;;"889315796698136577";https://twitter.com/JermaineOM/status/889315796698136577;1
lifeinthered;2017-07-21 05:10;0;0;"Its just hard to believe that we can get rid of this albatross , Obama care. The insurance companies have America by the throat !";;;;"888325246146818048";https://twitter.com/lifeinthered/status/888325246146818048;1
NCBerniecrat;2017-07-20 18:44;0;0;"Doctors Support # SinglePayer!!! # SinglePayerNOW # UniversalHealthcare # Healthcare # ACA # AHCA # Obamacare # Trumpcare https://youtu.be/F-QftFQfJrE";;;# # # # # # # #;"888167816289021952";https://twitter.com/NCBerniecrat/status/888167816289021952;1
GoldStarMomTX55;2017-07-20 15:26;2;1;"ChristiChat: RT LindaSuhler: Just. Do. It. Rep. Jim Jordan: We Have to Repeal Failing Obamacare at Some Point # MAG…pic.twitter.com/GKC4Rzvayw";;;#;"888117890045452289";https://twitter.com/GoldStarMomTX55/status/888117890045452289;-1
Pharma_Leaders;2017-07-24 11:09;0;0;"AMA tells Senate to fix, not repeal Obamacare http://pharmaleaders.com/ama-tells-senate-to-fix-not-repeal-obamacare/ …";;;;"889502767907299328";https://twitter.com/Pharma_Leaders/status/889502767907299328;-1
BBond_1971;2017-07-19 18:27;0;0;"U.S. Senators, repeal 100% of Obamacare, now! http://www.afa.net/activism/action-alerts/2017/07/us-senators-repeal-100-of-obamacare-now/#.WW_colesqgQ.twitter …";;;#;"887800972118036480";https://twitter.com/BBond_1971/status/887800972118036480;-1
dailyrapid;2017-07-20 17:05;0;0;"Rutgers Lecturer Says Sen. John McCain Deserves to Die Because He Supports Obamacare Repeal http://dlvr.it/PX9gr3 pic.twitter.com/tYo6wVMS53";;;;"888142786477686784";https://twitter.com/dailyrapid/status/888142786477686784;1
blk45cmknl;2017-07-24 08:08;0;0;"IF TRUMP repeals, replaces the wonderful Obamacare the repercussions will be far greater than he can understand.Will lose by the most votes";;;;"889457364767735808";https://twitter.com/blk45cmknl/status/889457364767735808;1
yoyoyo4evr;2017-07-19 20:08;0;1;"Wow, same cancer of Kennedy, and that was a defining feature of how Obamacare passed.";;;;"887826500665450497";https://twitter.com/yoyoyo4evr/status/887826500665450497;-1
ColumbiaBugle;2017-07-24 17:34;45;249;"We must get rid of Obamacare! pic.twitter.com/H89LVnDKKX";;;;"889599777460989952";https://twitter.com/ColumbiaBugle/status/889599777460989952;-1
ms_qua;2017-07-24 15:44;0;0;"So Trump couldn't find any minorities to stand behind him for this live "Obamacare" update OR....";;;;"889571968592248833";https://twitter.com/ms_qua/status/889571968592248833;1
andrewbrenner;2017-07-23 10:29;0;2;"This is why both parties have major problems. Rs complained about # Obamacare yet after 8 years no replacement plan.";;;#;"889130323128311808";https://twitter.com/andrewbrenner/status/889130323128311808;-1
rwmccrory;2017-07-20 18:48;0;0;"Stop being democrat lite. Adopt Ted Cruz amendment and at least fix Obamacare for now";;;;"888168817897164800";https://twitter.com/rwmccrory/status/888168817897164800;-1
Bluebonnet60;2017-07-21 23:35;0;0;"We voted 4 someone good 4 economy, military, getting rid of Obamacare that failed, help VA, support working middle class & kick ISIS ass!";;;;"888603327415676929";https://twitter.com/Bluebonnet60/status/888603327415676929;-1
sleater_michael;2017-07-22 12:31;0;0;"Six ways to tell if Trump is sabotaging Obamacare, by @ genebsperling and @ ChrisJenningsDC https://www.theatlantic.com/politics/archive/2017/03/trump-sabotaging-obamacare/521256/?utm_source=twb …";;@ @;;"888798553740636161";https://twitter.com/sleater_michael/status/888798553740636161;1
GAtTheC;2017-07-21 17:32;12;12;"Conservative Groups Call on Senate to Repeal Obamacare http://dailysign.al/2tmk6br @ DailySignal";;@;;"888511910055780352";https://twitter.com/GAtTheC/status/888511910055780352;-1
thedailybeast;2017-07-20 15:00;14;8;"Trump's HHS has produced series of testimonial videos feat. individuals claiming to have been harmed by Obamacare http://thebea.st/2uDhCZZ pic.twitter.com/4SY82dQEhw";;;;"888111404569346048";https://twitter.com/thedailybeast/status/888111404569346048;-1
BigHec01;2017-07-20 21:52;0;0;"Obama or Obamacare didnt take your doctors away from anyone, insurance companies did.";;;;"888215012359249920";https://twitter.com/BigHec01/status/888215012359249920;1
Barbi520;2017-07-24 11:20;0;0;"Why would McConnell push a vote to repeal Obamacare when he knows it won’t pass? http://www.rawstory.com/2017/07/why-would-mcconnell-push-a-vote-to-repeal-obamacare-when-he-knows-it-wont-pass/ …";;;;"889505477771403265";https://twitter.com/Barbi520/status/889505477771403265;1
ProvaxShill;2017-07-23 22:33;0;2;"With # Trumpcare more people will be uninsured than before we had Obamacare. Why are u so cruel & willing to hurt people? pic.twitter.com/ZdpltgNAV2";;;#;"889312484988903424";https://twitter.com/ProvaxShill/status/889312484988903424;1
Shermaclay;2017-07-21 18:31;3;8;"# ReasonsWeNeedSinglePayer because this guy is in charge of administering Obamacare @ PolitweecalGame @ HashtagRounduppic.twitter.com/HT17pZY5v6";;@ @;#;"888526856827228160";https://twitter.com/Shermaclay/status/888526856827228160;-1
gordsaubs;2017-07-19 17:40;0;0;"Trump's Plan To 'Let Obamacare Fail' Is Morally Appalling - HuffPost Australia https://apple.news/AAtFvvozJTmmmqiZKkIhzfg …";;;;"887789390587600896";https://twitter.com/gordsaubs/status/887789390587600896;1
cmartini7r;2017-07-19 18:32;0;1;"CBO: Obamacare repeal would boost uninsured by 32M http://a.msn.com/01/en-us/AAosJjd?ocid=st …";;;;"887802320851001347";https://twitter.com/cmartini7r/status/887802320851001347;1
Cmoneymontana;2017-07-24 18:55;0;0;"SEVENTEEN YEARS OF OBAMACARE??? This guy is an idiot. https://twitter.com/kylegriffin1/status/889571039507886080 …";;;;"889620142065430528";https://twitter.com/Cmoneymontana/status/889620142065430528;0
chulesee;2017-07-24 15:46;0;0;"Listen up, @ GOPSenate Just 13% of Americans support the GOP's latest Obamacare repeal plan http://ti.me/2tgAyty";;@;;"889572601504432128";https://twitter.com/chulesee/status/889572601504432128;1
commiegirl1;2017-07-20 18:34;0;0;"I grew up in California, and moved here when I was middle-aged and able to buy OBAMACARE!!!! for my family, but thanks.";;;;"888165182551318528";https://twitter.com/commiegirl1/status/888165182551318528;1
CodyJoh50498583;2017-07-21 16:48;0;0;"Not since obamacare, sweetheart. Those are our tax dollars now.";;;;"888500858949849089";https://twitter.com/CodyJoh50498583/status/888500858949849089;-1
prakhar47_;2017-07-20 05:54;0;0;"Obamacare was lit but Trumpcare is litter";;;;"887973985836838912";https://twitter.com/prakhar47_/status/887973985836838912;-1
hawkinsse6543;2017-07-21 20:48;0;0;"McCain should be treated at a VA facility using Obama Care";;;;"888561465472561153";https://twitter.com/hawkinsse6543/status/888561465472561153;1
ccahunevada;2017-07-20 09:37;0;0;"ObamaCare repeal would leave 32M without insurance, cut deficit by $473B http://nyp.st/2uAvVhK  via @ nypost";;@;;"888030014393860096";https://twitter.com/ccahunevada/status/888030014393860096;0
RobertHoward69;2017-07-22 19:38;0;0;"You do know all the problems with Obamacare are the GOP's fault, right?";;;;"888906171045773313";https://twitter.com/RobertHoward69/status/888906171045773313;-1
TAINA525;2017-07-22 11:59;0;0;"ObamaCare is not dead. YOU are an illegitimate imposter parasite parked in the People's House and YOU are being investigated. Start packing";;;;"888790515860340736";https://twitter.com/TAINA525/status/888790515860340736;1
pricklypear12;2017-07-22 16:33;0;0;"Obama shut down the government. Gop bill funded everything but obamacare. Gov could have stayed up and running. https://www.google.com/amp/s/townhall.com/columnists/thomassowell/2013/10/04/who-shut-down-the-government-n1716292%3Famp%3Dtrue …";;;;"888859631937867777";https://twitter.com/pricklypear12/status/888859631937867777;0
not_DonnyTrump;2017-07-22 08:24;0;0;"ObamaCare is dead and the Democrats are obstructionists, no ideas or votes, only obstruction. It is solely up to the 52 Republican Senators!";;;;"888736441559388162";https://twitter.com/not_DonnyTrump/status/888736441559388162;-1
davesplash;2017-07-24 16:18;0;0;"I am a victim of # Obamacare. I got insurance with a pre-existing condition. Oh, the horror.";;;#;"889580462670319617";https://twitter.com/davesplash/status/889580462670319617;1
ChartMill;2017-07-19 21:36;0;0;"$ QTNT getting a lot of social media attention http://stockcharts.chartmill.com/u/HkUISFYaS- # ObamaCare # contentpic.twitter.com/JWQn1mPlJD";;;# #;"887848712344567808";https://twitter.com/ChartMill/status/887848712344567808;0
ArtyAbsatz;2017-07-24 09:06;0;0;"Base Betrayal: Failure To Repeal Obamacare Is the GOP's 'Read My Lips' On Steroids ~via DailyWire # TCOT http://bit.ly/2tDFcGs";;;#;"889471945166786561";https://twitter.com/ArtyAbsatz/status/889471945166786561;1
abbeystepho;2017-07-19 17:19;0;0;"US SENATE VOTE SET FOR NEXT WEEK ON OBAMACARE REPE... http://www.abbeystepho.com/2017/07/us-senate-vote-set-for-next-week-on.html?spref=tw …";;;;"887783993227321351";https://twitter.com/abbeystepho/status/887783993227321351;0
justonepatriot;2017-07-24 09:07;2;2;"Call your Congressman & Senators TODAY at 1-202-224-3121 & demand they REPEAL Obamacare & fight FOR our @ POTUS # MAGA Agenda!";;@;#;"889472042201952257";https://twitter.com/justonepatriot/status/889472042201952257;-1
HimDownstrz;2017-07-20 09:34;1;0;"The black guy got shit done @ realDonaldTrump # ObamaCare pic.twitter.com/Exi7ghdLlh";;@;#;"888029300791943169";https://twitter.com/HimDownstrz/status/888029300791943169;1
RobinMCouch;2017-07-24 15:55;0;0;"If Obamacare collapses, it will be Trump's fault - http://www.chicagotribune.com/news/opinion/letters/ct-if-obamacare-collapses-it-will-be-trump-s-fault-20170721-story.html … viahttp://news.google.com";;;;"889574883209998336";https://twitter.com/RobinMCouch/status/889574883209998336;0
ohickeyj;2017-07-23 21:30;1;4;"SHOUTING "OBAMACARE IS DEAD" doesn't make it so. Last I checked it was the law of the land. TYVM Obama!";;;;"889296636177985537";https://twitter.com/ohickeyj/status/889296636177985537;1
bobdirects;2017-07-24 10:00;0;0;"W/ # Obamacare we got higher premiums AND higher deductibles. Not good.";;;#;"889485542282407936";https://twitter.com/bobdirects/status/889485542282407936;-1
kittengirl2809;2017-07-24 19:49;0;0;"MSNBC just fact-checked Trump on air after he claimed Obamacare is 17-years-old http://reverepress.com/news/msnbc-just-fact-checked-trump-air-claimed-obamacare-17-years-old/ …";;;;"889633559845064704";https://twitter.com/kittengirl2809/status/889633559845064704;0
MrTate;2017-07-21 16:48;0;0;"So it's begun, Obamacare is now a failure of the Trump administration with media's cheerleading. Wonderful";;;;"888501071970258947";https://twitter.com/MrTate/status/888501071970258947;-1
rossscott451;2017-07-19 21:08;0;0;"@ realDonaldTrump You're good man-but when u make the statement "I will let Obamacare fail" Rmbr ur dealing w/ppl who r struggling/bad optics";;@;;"887841527900319744";https://twitter.com/rossscott451/status/887841527900319744;1
mostwatchedvids;2017-07-24 18:25;0;0;"NBC News - "For the past 17 years, Obamacare has wreaked havoc,”... | "For the past 17 years, Obamacare has... http://mostwatched.trendolizer.com/2017/07/nbc-news---for-the-past-17-years-obamacare-has-wreaked-havoc-for-the-past-17-years-obamacare-has-wre.html …pic.twitter.com/hr9GN7XrfC";;;;"889612450856873984";https://twitter.com/mostwatchedvids/status/889612450856873984;0
JxParks;2017-07-21 13:17;1;0;"Obamacare repeal? Nope. You've been lied to. You've been had. http://fw.to/oq3sooX";;;;"888447792993251329";https://twitter.com/JxParks/status/888447792993251329;1
cyndarelli_h;2017-07-24 14:06;0;2;"That's ok, they didn't read Obamacare either. How short your memory is";;;;"889547313986883584";https://twitter.com/cyndarelli_h/status/889547313986883584;1
amanduhgomez;2017-07-19 17:43;0;0;"Partial Obamacare repeal, that cuts subsidies but keeps market regulations, hurts consumers AND insurers. @ AHIPCoverage, comment?";;@;;"887790013328609280";https://twitter.com/amanduhgomez/status/887790013328609280;1
Alt_Budget_cuts;2017-07-23 07:12;0;0;"Trump to Senate Republicans: kill Obamacare now, replace later | Reuters https://goo.gl/hMdRmr";;;;"889080736644517888";https://twitter.com/Alt_Budget_cuts/status/889080736644517888;-1
Vekryx;2017-07-24 14:18;0;0;"WATCH LIVE: https://www.youtube.com/watch?v=dlkKKDAMq0M … … # Healthcare # trump # obamacare # donaldtrump # JaredKushner # trumpcare # live # news # breakingnews zd";;;# # # # # # # # #;"889550446783758337";https://twitter.com/Vekryx/status/889550446783758337;0
psabinah;2017-07-21 12:34;0;0;". @ SenCapito, as one of your constituents: Stop blocking Obamacare repeal & defunding Planned Parenthood! # DefundPP https://cards.twitter.com/cards/ao1o1/4kb0l …";;@;#;"888437056401264641";https://twitter.com/psabinah/status/888437056401264641;-1
madbumber;2017-07-20 14:06;0;0;"@ SenDeanHeller, abandon repeal. Reject the administration's # Obamacare sabotage, and let's find bipartisan solutions.";;@;#;"888097856766189568";https://twitter.com/madbumber/status/888097856766189568;1
Jsullivan9James;2017-07-20 07:17;0;0;"Obama Just Responded To Trump’s Attempt To Destroy Obamacare And It’s PERFECT http://fb.me/Hx93doOg";;;;"887994845268246528";https://twitter.com/Jsullivan9James/status/887994845268246528;1
Power98News;2017-07-20 03:05;0;0;"Congressional Budget Office report showed millions of Americans will lose health insurance if senate repeals # Obamacare without replacement.";;;#;"887931372144386048";https://twitter.com/Power98News/status/887931372144386048;1
CharlesPDavis;2017-07-19 17:15;1;2;"Why won't @ GOP work with @ TheDemocrats to fix # Obamacare instead of causing insurance markets to destabilize, @ Jim_Jordan? # MTPDailyhttps://twitter.com/meetthepress/status/887782289815556096 …";;@ @ @;# #;"887782992525094913";https://twitter.com/CharlesPDavis/status/887782992525094913;1
WahpetonGuy;2017-07-22 12:04;0;0;"You mean all the self destructing things Obamacare has built into it. Plus, making Healthcare Unaffordable. Please, Data can be manipulated.";;;;"888791768132706304";https://twitter.com/WahpetonGuy/status/888791768132706304;-1
jamroc69;2017-07-24 19:04;0;2;"Voting rights, Roe v Wade, Obamacare (ACA),SCOTUS nomination,etc were all on the line and all for the common good;selfish fools ignored them";;;;"889622470302601216";https://twitter.com/jamroc69/status/889622470302601216;-1
TrevaEley;2017-07-24 19:01;0;0;"Exactly what are you going to say to those losing coverage the moment # Obamacare goes away? My mother has dementia. What about her?";;;#;"889621692309491714";https://twitter.com/TrevaEley/status/889621692309491714;1
MyAvatarName;2017-07-20 14:27;0;0;"Rep. Jim Jordan: We Have to Repeal Failing Obamacare at Some Point; ‘Let’s Just Get It Done’ https://goo.gl/dfrTcx";;;;"888103052477054976";https://twitter.com/MyAvatarName/status/888103052477054976;-1
JOHANSTIV7;2017-07-22 11:23;0;0;"I already left un peace the obamacare";;;;"888781614435774466";https://twitter.com/JOHANSTIV7/status/888781614435774466;-1
RIGHTZONE;2017-07-22 12:05;0;0;"During the last administration it was consistent that 70% of # Americans wanted # FullRepeal of # ObamaCare. Now media and # Rhinos tell us not!";;;# # # #;"888792173612638208";https://twitter.com/RIGHTZONE/status/888792173612638208;-1
JAPayneMemphis;2017-07-21 09:22;0;0;"Trump administration pulls Obamacare help in 18 cities http://a.msn.com/00/en-us/AAovndH?ocid=st …";;;;"888388741496176640";https://twitter.com/JAPayneMemphis/status/888388741496176640;-1
bluestreakdaily;2017-07-22 10:32;0;0;"After demanding Congress stay and work on Obamacare repeal, Trump may take a vacation http://bit.ly/2uiL6LD  pic.twitter.com/O0nyUWEzoo — …";;;;"888768715596201985";https://twitter.com/bluestreakdaily/status/888768715596201985;0
JamesReedman1;2017-07-20 20:02;0;0;"New NRSC Ad Hits 2018 # AltSocialist # Dems for Their Support of The "Failure" Known as # Obamacare! # RepealAndReplacehttp://ntknetwork.com/new-nrsc-ad-hits-2018-dems-for-their-support-of-obamacare/ …";;;# # # #;"888187471342784512";https://twitter.com/JamesReedman1/status/888187471342784512;-1
KyloRepublican;2017-07-24 19:11;0;0;"Obamacare forces Ins companies to cover stuff that costs the Ins too much. Plus forcing them to cover cancer patients day after diagnosis?";;;;"889624120647962626";https://twitter.com/KyloRepublican/status/889624120647962626;1
TheLimoStore;2017-07-19 20:38;0;0;"This Means WAR: The ObamaCare Betrayal by Senators Capito and Murkowski Can Never Be Forgotten or Forgiven http://fb.me/24R9IJDIa";;;;"887833936033964032";https://twitter.com/TheLimoStore/status/887833936033964032;-1
FiddleSpider;2017-07-22 09:03;0;0;"Wrong. Obamacare will outlast your presidency. You and yours are sinking fast.";;;;"888746209564921857";https://twitter.com/FiddleSpider/status/888746209564921857;1
sunbeltgirl;2017-07-20 01:36;3;3;"MT @ jstines3: Stop toying with us! We demand # FullRepeal of Obamacare NOW! NO MORE EXCUSES! # NoRinoCare pic.twitter.com/rxspEUZTE1 # PJNET";;@;# # #;"887909174020931584";https://twitter.com/sunbeltgirl/status/887909174020931584;-1
dnsteamrj;2017-07-24 17:08;0;0;""Sen. Rand Paul: The death spiral of ObamaCare continues" via FOX NEWS # timbeta # betaajudabeta # timbetalab";;;# # #;"889593149550727173";https://twitter.com/dnsteamrj/status/889593149550727173;1
justjim00001;2017-07-20 17:16;0;1;"You mean like Obamacare did?? U attack the Senate bill but fail to acknowledge that ACA did everything you bitch about the Senate bill. Fool";;;;"888145671425056768";https://twitter.com/justjim00001/status/888145671425056768;1
MitchBehna;2017-07-24 00:07;0;3;"I'm sure you'll omit the stories of those that got harmed from Obamacare";;;;"889336250540359680";https://twitter.com/MitchBehna/status/889336250540359680;-1
SandraVona;2017-07-22 19:50;0;0;"Never ever fix obamacare it's socialism, repeal and go free market and tell Paul Ryan to sthu !";;;;"888909060304642048";https://twitter.com/SandraVona/status/888909060304642048;-1
HonorInService;2017-07-22 00:29;0;0;"That's because your constituents are trying to pay their obamacare premiums. They can no longer afford to bet on the losers. https://twitter.com/TruthFeedNews/status/888495054834290689 …";;;;"888616978600124417";https://twitter.com/HonorInService/status/888616978600124417;1
Alpha_MasterEvi;2017-07-21 07:30;0;0;"The broken parts of Obamacare can be fixed and improved without repealing it and making the healthcare situation worse.";;;;"888360547435118593";https://twitter.com/Alpha_MasterEvi/status/888360547435118593;1
mark_law_jen;2017-07-22 17:34;0;1;"The Obamacare Law is over 2700 pages long. That's almost three times the length of Tolstoy's "War and Peace." # wcs17 # biggovsucks";;;# #;"888874946822152193";https://twitter.com/mark_law_jen/status/888874946822152193;-1
baov37917;2017-07-20 13:47;0;0;"Forget tech, look into HealthCare after Obamacare goes.";;;;"888093093131505664";https://twitter.com/baov37917/status/888093093131505664;-1
DARLA_1;2017-07-24 14:43;0;0;"@ SenSchumer Obamacare your fiasco, why would people listen to Democrats about healthcare! Break the economy and literally kill people.";;@;;"889556631624847362";https://twitter.com/DARLA_1/status/889556631624847362;-1
carlos_v817;2017-07-22 16:19;0;0;"@ realDonaldTrump if u really want to repeal and replace obamacare just force the congress and the senate to get on obamacre and they will";;@;;"888855976635506689";https://twitter.com/carlos_v817/status/888855976635506689;-1
deliverymn;2017-07-23 20:22;0;0;"/we want Tax Cuts. Obamacare is lost to the entrenched elites";;;;"889279468522672128";https://twitter.com/deliverymn/status/889279468522672128;-1
BurkeLynne;2017-07-20 16:32;0;0;"Rep. Jim Jordan: We Have to Repeal Failing Obamacare at Some Point '...Clean Repeal Forces Democrats’ Hand!' http://bit.ly/2uCUkU2";;;;"888134479511814144";https://twitter.com/BurkeLynne/status/888134479511814144;-1
KowboyKush;2017-07-24 16:53;0;0;"I'll never forget when President Bill Clinton signed Obamacare into law.";;;;"889589399746363392";https://twitter.com/KowboyKush/status/889589399746363392;0
CarlyleFX;2017-07-24 15:55;0;0;"US Pres. Trump: Senate republicans must fulfill promise to repeal and replace Obamacare http://whylose.com/us-pres-trump-senate-republicans-must-fulfill-promise-to-repeal-and-replace-obamacare/ …";;;;"889574692293660672";https://twitter.com/CarlyleFX/status/889574692293660672;-1
TrbLind;2017-07-23 11:04;0;0;"HHS is spending your tax dollars to help kill Obamacare, and to promote a Republican replacement. https://twitter.com/samstein/status/888808412678696961 …";;;;"889139121704382464";https://twitter.com/TrbLind/status/889139121704382464;0
PS641600;2017-07-24 14:11;0;0;"Republicans' push to roll back Obamacare faces crucial test https://www.yahoo.com/news/republicans-push-roll-back-obamacare-faces-crucial-test-100338186.html …";;;;"889548500291203076";https://twitter.com/PS641600/status/889548500291203076;0
ScarletOGray;2017-07-20 03:24;0;0;"Nope. Congress has their very own plan that they created for themselves. They are exempt from Obamacare OR the replacement. Nice, huh?";;;;"887936288954908673";https://twitter.com/ScarletOGray/status/887936288954908673;1
DeeGCap;2017-07-21 09:20;0;0;". @ BillCassidy, abandon repeal. Reject the administration's # Obamacare sabotage, and let's find bipartisan solutions.";;@;#;"888388297768218624";https://twitter.com/DeeGCap/status/888388297768218624;1
suRealPrezTrump;2017-07-22 12:22;1;1;"# ObamaCare is dead & the Democrats are obstructionists. Just wanted to remind everyone. I know it's been a few hours since I've said that.";;;#;"888796318138867718";https://twitter.com/suRealPrezTrump/status/888796318138867718;1
ghaiac;2017-07-21 10:40;0;0;"@ SenateGOP will still try to pass it to claim they did something, anything to repeal Obamacare # Traitors # tRumpcareIsDeadhttps://twitter.com/genebsperling/status/888173372202299392 …";;@;# #;"888408277154922496";https://twitter.com/ghaiac/status/888408277154922496;-1
USRealityCheck;2017-07-22 15:26;4;5;"Parliamentarian rules against key provisions in Obamacare repeal bill http://www.politico.com/story/2017/07/21/democrats-key-provisions-stripped-from-obamacare-bill-240820 … # USRCpic.twitter.com/y01omI2OYf";;;#;"888842725809938432";https://twitter.com/USRealityCheck/status/888842725809938432;0
TheaGood;2017-07-20 16:52;0;0;"Trump: Let Obamacare Fail https://www.rushlimbaugh.com/daily/2017/07/18/trump-let-obamacare-fail/ …";;;;"888139505781415938";https://twitter.com/TheaGood/status/888139505781415938;-1
FreemonRocks;2017-07-19 23:18;0;0;"# JohnMcCain # cancer # GOP # HEALTHCARE # OBAMACARE @ realDonaldTrumppic.twitter.com/pjT483S8kU";;@;# # # # #;"887874217064017920";https://twitter.com/FreemonRocks/status/887874217064017920';1
1OldScalawag;2017-07-23 14:46;0;0;"Then your family members will REALLY have a problem! Obamacare must be repealed, let free market sysyem work, as it always has in the USA.";;;;"889194914701090820";https://twitter.com/1OldScalawag/status/889194914701090820;-1
doyourjob2day;2017-07-24 16:02;0;0;"Farenthold blames 'some female senators' for Obamacare repeal failure - POLITICO https://apple.news/AQSWvbivNTbWSHqqgxY9MQQ …";;;;"889576642091384832";https://twitter.com/doyourjob2day/status/889576642091384832;-1
